File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; SCSR_Bytes; SCSR+_Bytes
kron_g500-logn16.mtx; Matrix; Coordinate; Symmetric; 65536; 65536; 2456398; Integer; 1; 407; 4; 4; 4; 58953552; 39521040; 29585938; 19761000
kron_g500-logn17.mtx; Matrix; Coordinate; Symmetric; 131072; 131072; 5114375; Integer; 1; 418; 4; 4; 4; 122745000; 82258520; 61761348; 41304628
ky2010.mtx; Matrix; Coordinate; Symmetric; 161672; 161672; 393889; Integer; 9; 3.21509e+06; 4; 4; 4; 9453336; 6948916; 5070428; 4282650
L.mtx; Matrix; Coordinate; Symmetric; 956; 956; 1820; Pattern; 1; 1; 2; 2; 2; 21840; 16474; 16474; 9194
laminar_duct3D.mtx; Matrix; Coordinate; General; 67173; 67173; 3833077; Real; -11.7453; 21.0695; 4; 4; 4; 45996924; 30933312; 23142356; 11643125
lap_25.mtx; Matrix; Coordinate; Symmetric; 25; 25; 97; Pattern; 1; 1; 2; 2; 2; 1164; 828; 828; 440
LeGresley_87936.mtx; Matrix; Coordinate; General; 87936; 87936; 593276; Real; -105519; 105480; 4; 4; 4; 7119312; 5097956; 3823510; 3230234
lesmis.mtx; Matrix; Coordinate; Symmetric; 77; 77; 254; Integer; 1; 31; 2; 2; 4; 4064; 3204; 3204; 1680
LF10.mtx; Matrix; Coordinate; Symmetric; 18; 18; 50; Real; -85887.9; 171776; 2; 2; 4; 800; 530; 530; 448
LFAT5.mtx; Matrix; Coordinate; Symmetric; 14; 14; 30; Real; -6.2832e+06; 1.25664e+07; 2; 2; 4; 480; 306; 306; 260
lhr71.mtx; Matrix; Coordinate; General; 70304; 70304; 1528092; Real; -1; 1; 4; 4; 4; 18337104; 12505956; 9328172; 3215804
lhr71c.mtx; Matrix; Coordinate; General; 70304; 70304; 1528092; Real; -1.001; 1.001; 4; 4; 4; 18337104; 12505956; 9328172; 3215804
lnsp_131.mtx; Matrix; Coordinate; General; 131; 131; 536; Real; -6.31638e+09; 6.31638e+09; 2; 2; 4; 4288; 3480; 3480; 3480
lnsp_511.mtx; Matrix; Coordinate; General; 511; 511; 2796; Real; -2.83106e+10; 2.83106e+10; 2; 2; 4; 22368; 17800; 17800; 17800
lns_131.mtx; Matrix; Coordinate; General; 131; 131; 536; Real; -6.31638e+09; 6.31638e+09; 2; 2; 4; 4288; 3480; 3480; 3480
lns_511.mtx; Matrix; Coordinate; General; 511; 511; 2796; Real; -2.83106e+10; 2.83106e+10; 2; 2; 4; 22368; 17800; 17800; 17800
lock_700.mtx; Matrix; Coordinate; Symmetric; 700; 700; 11433; Pattern; 1; 1; 2; 2; 2; 137196; 92848; 92848; 47116
lop163.mtx; Matrix; Coordinate; General; 163; 163; 935; Real; 1e-12; 0.957143; 2; 2; 4; 7480; 5938; 5938; 2198
lowThrust_1.mtx; Matrix; Coordinate; Symmetric; 584; 584; 3314; Real; -4.27429; 225.146; 2; 2; 4; 53024; 37964; 37964; 19565
lpi_bgdbg1.mtx; Matrix; Coordinate; General; 348; 629; 1662; Real; -1; 7; 2; 2; 4; 13296; 10670; 10670; 5684
lpi_bgetam.mtx; Matrix; Coordinate; General; 400; 816; 2537; Real; -1000; 2000; 2; 2; 4; 20296; 16024; 16024; 10950
lpi_bgprtr.mtx; Matrix; Coordinate; General; 20; 40; 70; Integer; -1; 900; 2; 2; 4; 560; 462; 462; 322
lpi_box1.mtx; Matrix; Coordinate; General; 231; 261; 651; Integer; -1; 1; 2; 2; 4; 5208; 4370; 4370; 1766
lpi_chemcom.mtx; Matrix; Coordinate; General; 288; 744; 1590; Real; -1; 1; 2; 2; 4; 12720; 10118; 10118; 3758
lpi_cplex2.mtx; Matrix; Coordinate; General; 224; 378; 1215; Real; -1; 1; 2; 2; 4; 9720; 7740; 7740; 2880
lpi_ex72a.mtx; Matrix; Coordinate; General; 197; 215; 467; Integer; -1; 1; 2; 2; 4; 3736; 3198; 3198; 1330
lpi_ex73a.mtx; Matrix; Coordinate; General; 193; 211; 457; Integer; -1; 1; 2; 2; 4; 3656; 3130; 3130; 1302
lpi_forest6.mtx; Matrix; Coordinate; General; 66; 131; 246; Real; -1; 1; 2; 2; 4; 1968; 1610; 1610; 626
lpi_galenet.mtx; Matrix; Coordinate; General; 8; 14; 22; Integer; -1; 1; 2; 2; 4; 176; 150; 150; 62
lpi_itest2.mtx; Matrix; Coordinate; General; 9; 13; 26; Real; -1; 3; 2; 2; 4; 208; 176; 176; 98
lpi_itest6.mtx; Matrix; Coordinate; General; 11; 17; 29; Real; -3; 2; 2; 2; 4; 232; 198; 198; 111
lpi_klein1.mtx; Matrix; Coordinate; General; 54; 108; 750; Integer; -2000; 2000; 2; 2; 4; 6000; 4610; 4610; 3110
lpi_klein2.mtx; Matrix; Coordinate; General; 477; 531; 5062; Integer; -2000; 1000; 2; 2; 4; 40496; 31328; 31328; 21204
lpi_mondou2.mtx; Matrix; Coordinate; General; 312; 604; 1208; Integer; -1; 1; 2; 2; 4; 9664; 7874; 7874; 3042
lpi_pang.mtx; Matrix; Coordinate; General; 361; 741; 2933; Real; -100; 99999; 2; 2; 4; 23464; 18322; 18322; 15389
lpi_qual.mtx; Matrix; Coordinate; General; 323; 464; 1646; Real; -2282.11; 10080; 2; 2; 4; 13168; 10524; 10524; 7232
lpi_reactor.mtx; Matrix; Coordinate; General; 318; 808; 2591; Real; -20000; 1; 2; 2; 4; 20728; 16184; 16184; 5820
lpi_refinery.mtx; Matrix; Coordinate; General; 323; 464; 1626; Real; -2400; 10080; 2; 2; 4; 13008; 10404; 10404; 7152
lpi_vol1.mtx; Matrix; Coordinate; General; 323; 464; 1646; Real; -2282.11; 10080; 2; 2; 4; 13168; 10524; 10524; 7232
lpi_woodinfe.mtx; Matrix; Coordinate; General; 35; 89; 140; Integer; -1; 1; 2; 2; 4; 1120; 912; 912; 352
lp_adlittle.mtx; Matrix; Coordinate; General; 56; 138; 424; Real; -64.3; 55; 2; 2; 4; 3392; 2658; 2658; 1386
lp_afiro.mtx; Matrix; Coordinate; General; 27; 51; 102; Real; -1.06; 2.429; 2; 2; 4; 816; 668; 668; 362
lp_agg.mtx; Matrix; Coordinate; General; 488; 615; 2862; Real; -2.43911; 424; 2; 2; 4; 22896; 18150; 18150; 12426
lp_agg2.mtx; Matrix; Coordinate; General; 516; 758; 4740; Real; -2.43911; 424; 2; 2; 4; 37920; 29474; 29474; 19994
lp_agg3.mtx; Matrix; Coordinate; General; 516; 758; 4756; Real; -2.43911; 424; 2; 2; 4; 38048; 29570; 29570; 20058
lp_bandm.mtx; Matrix; Coordinate; General; 305; 472; 2494; Real; -104; 200; 2; 2; 4; 19952; 15576; 15576; 8094
lp_beaconfd.mtx; Matrix; Coordinate; General; 173; 295; 3408; Real; -100; 500; 2; 2; 4; 27264; 20796; 20796; 13980
lp_blend.mtx; Matrix; Coordinate; General; 74; 114; 522; Real; -14; 66; 2; 2; 4; 4176; 3282; 3282; 1716
lp_bore3d.mtx; Matrix; Coordinate; General; 233; 334; 1448; Real; -1426.9; 90.9; 2; 2; 4; 11584; 9156; 9156; 4812
lp_brandy.mtx; Matrix; Coordinate; General; 220; 303; 2202; Real; -60; 203.7; 2; 2; 4; 17616; 13600; 13600; 6994
lp_capri.mtx; Matrix; Coordinate; General; 271; 482; 1896; Real; -17.0784; 217.745; 2; 2; 4; 15168; 11920; 11920; 6232
lp_degen2.mtx; Matrix; Coordinate; General; 444; 757; 4201; Integer; -1; 1; 2; 2; 4; 33608; 26096; 26096; 9292
lp_e226.mtx; Matrix; Coordinate; General; 223; 472; 2768; Real; -1486.2; 771; 2; 2; 4; 22144; 17056; 17056; 11520
lp_etamacro.mtx; Matrix; Coordinate; General; 400; 816; 2537; Real; -1000; 2000; 2; 2; 4; 20296; 16024; 16024; 10950
lp_grow15.mtx; Matrix; Coordinate; General; 300; 645; 5620; Real; -1; 1; 2; 2; 4; 44960; 34322; 34322; 11842
lp_grow22.mtx; Matrix; Coordinate; General; 440; 946; 8252; Real; -1; 1; 2; 2; 4; 66016; 50394; 50394; 17386
lp_grow7.mtx; Matrix; Coordinate; General; 140; 301; 2612; Real; -1; 1; 2; 2; 4; 20896; 15954; 15954; 5506
lp_israel.mtx; Matrix; Coordinate; General; 174; 316; 2443; Real; -1600; 1600; 2; 2; 4; 19544; 15008; 15008; 10122
lp_kb2.mtx; Matrix; Coordinate; General; 43; 68; 313; Real; -107.52; 113; 2; 2; 4; 2504; 1966; 1966; 1027
lp_ken_18.mtx; Matrix; Coordinate; General; 105127; 154699; 358171; Integer; -1; 1; 4; 4; 4; 4298052; 3285880; 2437898; 1005214
lp_lotfi.mtx; Matrix; Coordinate; General; 153; 366; 1136; Real; -475; 1000; 2; 2; 4; 9088; 7124; 7124; 4852
lp_nug05.mtx; Matrix; Coordinate; General; 210; 225; 1050; Integer; -1; 1; 2; 2; 4; 8400; 6722; 6722; 2522
lp_nug06.mtx; Matrix; Coordinate; General; 372; 486; 2232; Integer; -1; 1; 2; 2; 4; 17856; 14138; 14138; 5210
lp_nug07.mtx; Matrix; Coordinate; General; 602; 931; 4214; Integer; -1; 1; 2; 2; 4; 33712; 26490; 26490; 9634
lp_recipe.mtx; Matrix; Coordinate; General; 91; 204; 687; Real; -93; 145; 2; 2; 4; 5496; 4306; 4306; 2245
lp_sc105.mtx; Matrix; Coordinate; General; 105; 163; 340; Real; -1; 2; 2; 2; 4; 2720; 2252; 2252; 1232
lp_sc205.mtx; Matrix; Coordinate; General; 205; 317; 665; Real; -1; 2; 2; 2; 4; 5320; 4402; 4402; 2407
lp_sc50a.mtx; Matrix; Coordinate; General; 50; 78; 160; Real; -1; 2; 2; 2; 4; 1280; 1062; 1062; 582
lp_sc50b.mtx; Matrix; Coordinate; General; 50; 78; 148; Real; -1; 3; 2; 2; 4; 1184; 990; 990; 546
lp_scagr25.mtx; Matrix; Coordinate; General; 471; 671; 1725; Real; -9.32; 1.5; 2; 2; 4; 13800; 11294; 11294; 4394
lp_scagr7.mtx; Matrix; Coordinate; General; 129; 185; 465; Real; -9.32; 1.5; 2; 2; 4; 3720; 3050; 3050; 1190
lp_scfxm1.mtx; Matrix; Coordinate; General; 330; 600; 2732; Real; -130; 99; 2; 2; 4; 21856; 17054; 17054; 8858
lp_scorpion.mtx; Matrix; Coordinate; General; 388; 466; 1534; Real; -1; 1; 2; 2; 4; 12272; 9982; 9982; 3846
lp_scsd1.mtx; Matrix; Coordinate; General; 77; 760; 2388; Real; -1; 1; 2; 2; 4; 19104; 14484; 14484; 4932
lp_sctap1.mtx; Matrix; Coordinate; General; 300; 660; 1872; Integer; -33; 80; 2; 2; 4; 14976; 11834; 11834; 6218
lp_share1b.mtx; Matrix; Coordinate; General; 117; 253; 1179; Real; -479.56; 1322.23; 2; 2; 4; 9432; 7310; 7310; 4952
lp_share2b.mtx; Matrix; Coordinate; General; 96; 162; 777; Real; -103; 101; 2; 2; 4; 6216; 4856; 4856; 2525
lp_stair.mtx; Matrix; Coordinate; General; 356; 614; 4003; Real; -3; 9.85263; 2; 2; 4; 32024; 24732; 24732; 12723
lp_stocfor1.mtx; Matrix; Coordinate; General; 117; 165; 501; Real; -1; 336.6; 2; 2; 4; 4008; 3242; 3242; 2240
lp_tuff.mtx; Matrix; Coordinate; General; 333; 628; 4561; Real; -240; 10000; 2; 2; 4; 36488; 27972; 27972; 18850
lp_vtp_base.mtx; Matrix; Coordinate; General; 198; 346; 1051; Real; -300; 4000; 2; 2; 4; 8408; 6704; 6704; 4602
lshp_265.mtx; Matrix; Coordinate; Symmetric; 265; 265; 1009; Pattern; 1; 1; 2; 2; 2; 12108; 8604; 8604; 4568
lshp_406.mtx; Matrix; Coordinate; Symmetric; 406; 406; 1561; Pattern; 1; 1; 2; 2; 2; 18732; 13302; 13302; 7058
lshp_577.mtx; Matrix; Coordinate; Symmetric; 577; 577; 2233; Pattern; 1; 1; 2; 2; 2; 26796; 19020; 19020; 10088
lshp_778.mtx; Matrix; Coordinate; Symmetric; 778; 778; 3025; Pattern; 1; 1; 2; 2; 2; 36300; 25758; 25758; 13658
lund_a.mtx; Matrix; Coordinate; Symmetric; 147; 147; 1298; Real; -1.21795e+07; 1.5e+08; 2; 2; 4; 20768; 14990; 14990; 14990
lund_b.mtx; Matrix; Coordinate; Symmetric; 147; 147; 1294; Real; -714.286; 3775.51; 2; 2; 4; 20704; 14942; 14942; 10060
lung2.mtx; Matrix; Coordinate; General; 109460; 109460; 492564; Real; -248.922; 262.578; 4; 4; 4; 5910768; 4378356; 3175140; 2190012
luxembourg_osm.mtx; Matrix; Coordinate; Symmetric; 114599; 114599; 119666; Pattern; 1; 1; 4; 4; 2; 2393320; 1894392; 1204800; 726136
M10PI_n.mtx; Matrix; Coordinate; General; 682; 682; 1633; Real; -66.7931; 1.0305; 2; 2; 4; 13064; 11164; 11164; 4632
M10PI_n1.mtx; Matrix; Coordinate; General; 528; 528; 1317; Real; -2.93035; 1.0305; 2; 2; 4; 10536; 8958; 8958; 3690
ma2010.mtx; Matrix; Coordinate; Symmetric; 157508; 157508; 388305; Integer; 39; 7.01832e+06; 4; 4; 4; 9319320; 6842916; 4994972; 4218362
majorbasis.mtx; Matrix; Coordinate; General; 160000; 160000; 1750416; Real; -41.0564; 99.9605; 4; 4; 4; 21004992; 14643332; 11316910; 6065662
Maragal_1.mtx; Matrix; Coordinate; General; 32; 14; 234; Real; -1.65679; 1.94681; 2; 2; 4; 1872; 1470; 1470; 534
Maragal_2.mtx; Matrix; Coordinate; General; 555; 350; 4357; Real; -2.61698; 2.11915; 2; 2; 4; 34856; 27216; 27216; 14145
matrix-new_3.mtx; Matrix; Coordinate; General; 125329; 125329; 2678750; Real; -1; 1; 4; 4; 4; 32145000; 21931320; 16343376; 5628376
matrix_9.mtx; Matrix; Coordinate; General; 103430; 103430; 2121550; Real; -1; 1; 4; 4; 4; 25458600; 17386124; 12953702; 4467502
mbeacxc.mtx; Matrix; Coordinate; General; 496; 496; 49920; Real; -0.0248691; 0.74266; 2; 2; 4; 399360; 300418; 300418; 100738
mbeaflw.mtx; Matrix; Coordinate; General; 496; 496; 49920; Real; -3.8; 15490.2; 2; 2; 4; 399360; 300418; 300418; 200578
mbeause.mtx; Matrix; Coordinate; General; 496; 496; 41063; Real; -3.9; 18108.6; 2; 2; 4; 328504; 247276; 247276; 165150
mcca.mtx; Matrix; Coordinate; General; 180; 180; 2659; Real; -1.54994e+19; 9.31139e+18; 2; 2; 4; 21272; 16316; 16316; 3489666608
mcfe.mtx; Matrix; Coordinate; General; 765; 765; 24382; Real; -1.23853e+17; 3.15284e+16; 2; 2; 4; 195056; 147824; 147824; 147824
md2010.mtx; Matrix; Coordinate; Symmetric; 145247; 145247; 350189; Integer; 9; 3.37338e+06; 4; 4; 4; 8404536; 6184016; 4502062; 3801684
me2010.mtx; Matrix; Coordinate; Symmetric; 69518; 69518; 167738; Integer; 80; 6.1213e+06; 4; 4; 4; 4025712; 2961884; 2162306; 1826830
mesh1e1.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -0.405002; 5.96844; 2; 2; 4; 2832; 1934; 1934; 1016
mesh1em1.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -9.92783; 22.3193; 2; 2; 4; 2832; 1934; 1934; 1016
mesh1em6.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -0.523367; 5.29145; 2; 2; 4; 2832; 1934; 1934; 1016
mesh2e1.mtx; Matrix; Coordinate; Symmetric; 306; 306; 1162; Real; -1.22321; 246.35; 2; 2; 4; 18592; 12722; 12722; 6668
mesh2em5.mtx; Matrix; Coordinate; Symmetric; 306; 306; 1162; Real; -0.759954; 146.824; 2; 2; 4; 18592; 12722; 12722; 6668
mesh3e1.mtx; Matrix; Coordinate; Symmetric; 289; 289; 1089; Real; 0; 5; 2; 2; 4; 17424; 11914; 11914; 6247
mesh3em5.mtx; Matrix; Coordinate; Symmetric; 289; 289; 1089; Real; 0; 3; 2; 2; 4; 17424; 11914; 11914; 6247
mhda416.mtx; Matrix; Coordinate; General; 416; 416; 8562; Real; -508.165; 2383.29; 2; 2; 4; 68496; 52206; 52206; 35082
mhdb416.mtx; Matrix; Coordinate; Symmetric; 416; 416; 1364; Real; -0.166668; 1.66667; 2; 2; 4; 21824; 14706; 14706; 5458
mk10-b1.mtx; Matrix; Coordinate; General; 630; 45; 1260; Integer; -1; 1; 2; 2; 4; 10080; 8822; 8822; 3782
mk11-b1.mtx; Matrix; Coordinate; General; 990; 55; 1980; Integer; -1; 1; 2; 2; 4; 15840; 13862; 13862; 5942
mk9-b1.mtx; Matrix; Coordinate; General; 378; 36; 756; Integer; -1; 1; 2; 2; 4; 6048; 5294; 5294; 2270
model1.mtx; Matrix; Coordinate; General; 362; 798; 3028; Real; -1; 3; 2; 2; 4; 24224; 18894; 18894; 9810
mri1.mtx; Matrix; Coordinate; General; 65536; 147456; 589824; Real; 0.0066227; 1; 4; 4; 4; 7077888; 4980740; 3671522; 1312226
msc00726.mtx; Matrix; Coordinate; Symmetric; 726; 726; 17622; Real; -2.95379e+08; 1.62255e+09; 2; 2; 4; 281952; 208562; 208562; 208562
mt2010.mtx; Matrix; Coordinate; Symmetric; 132288; 132288; 319334; Integer; 19; 4.60863e+07; 4; 4; 4; 7664016; 5638500; 4117960; 4117960
mycielskian10.mtx; Matrix; Coordinate; Symmetric; 767; 767; 22196; Pattern; 1; 1; 2; 2; 2; 266352; 179104; 179104; 90320
mycielskian17.mtx; Matrix; Coordinate; Symmetric; 98303; 98303; 50122871; Pattern; 1; 1; 4; 4; 2; 1002457420; 601867668; 401376192; 200884708
mycielskian2.mtx; Matrix; Coordinate; Symmetric; 2; 2; 1; Pattern; 1; 1; 2; 2; 2; 12; 14; 14; 10
mycielskian3.mtx; Matrix; Coordinate; Symmetric; 5; 5; 5; Pattern; 1; 1; 2; 2; 2; 60; 52; 52; 32
mycielskian4.mtx; Matrix; Coordinate; Symmetric; 11; 11; 20; Pattern; 1; 1; 2; 2; 2; 240; 184; 184; 104
mycielskian5.mtx; Matrix; Coordinate; Symmetric; 23; 23; 71; Pattern; 1; 1; 2; 2; 2; 852; 616; 616; 332
mycielskian6.mtx; Matrix; Coordinate; Symmetric; 47; 47; 236; Pattern; 1; 1; 2; 2; 2; 2832; 1984; 1984; 1040
mycielskian7.mtx; Matrix; Coordinate; Symmetric; 95; 95; 755; Pattern; 1; 1; 2; 2; 2; 9060; 6232; 6232; 3212
mycielskian8.mtx; Matrix; Coordinate; Symmetric; 191; 191; 2360; Pattern; 1; 1; 2; 2; 2; 28320; 19264; 19264; 9824
mycielskian9.mtx; Matrix; Coordinate; Symmetric; 383; 383; 7271; Pattern; 1; 1; 2; 2; 2; 87252; 58936; 58936; 29852
m_t1.mtx; Matrix; Coordinate; Symmetric; 97578; 97578; 4925574; Real; -2.32231e+11; 5.22044e+11; 4; 4; 4; 118213776; 78418876; 58731984; 58731984
n2c6-b1.mtx; Matrix; Coordinate; General; 105; 15; 210; Integer; -1; 1; 2; 2; 4; 1680; 1472; 1472; 632
n2c6-b10.mtx; Matrix; Coordinate; General; 30; 306; 330; Integer; -1; 1; 2; 2; 4; 2640; 2042; 2042; 722
n2c6-b2.mtx; Matrix; Coordinate; General; 455; 105; 1365; Integer; -1; 1; 2; 2; 4; 10920; 9102; 9102; 3642
n3c5-b1.mtx; Matrix; Coordinate; General; 45; 10; 90; Integer; -1; 1; 2; 2; 4; 720; 632; 632; 272
n3c5-b2.mtx; Matrix; Coordinate; General; 120; 45; 360; Integer; -1; 1; 2; 2; 4; 2880; 2402; 2402; 962
n3c5-b3.mtx; Matrix; Coordinate; General; 210; 120; 840; Integer; -1; 1; 2; 2; 4; 6720; 5462; 5462; 2102
n3c5-b4.mtx; Matrix; Coordinate; General; 252; 210; 1260; Integer; -1; 1; 2; 2; 4; 10080; 8066; 8066; 3026
n3c5-b5.mtx; Matrix; Coordinate; General; 210; 252; 1260; Integer; -1; 1; 2; 2; 4; 10080; 7982; 7982; 2942
n3c5-b6.mtx; Matrix; Coordinate; General; 120; 210; 840; Integer; -1; 1; 2; 2; 4; 6720; 5282; 5282; 1922
n3c5-b7.mtx; Matrix; Coordinate; General; 30; 120; 240; Integer; -1; 1; 2; 2; 4; 1920; 1502; 1502; 542
n3c6-b1.mtx; Matrix; Coordinate; General; 105; 105; 210; Integer; -1; 1; 2; 2; 4; 1680; 1472; 1472; 632
n3c6-b11.mtx; Matrix; Coordinate; General; 60; 675; 720; Integer; -1; 1; 2; 2; 4; 5760; 4442; 4442; 1562
n3c6-b2.mtx; Matrix; Coordinate; General; 455; 105; 1365; Integer; -1; 1; 2; 2; 4; 10920; 9102; 9102; 3642
n4c5-b1.mtx; Matrix; Coordinate; General; 105; 15; 210; Integer; -1; 1; 2; 2; 4; 1680; 1472; 1472; 632
n4c5-b10.mtx; Matrix; Coordinate; General; 120; 630; 1320; Integer; -1; 1; 2; 2; 4; 10560; 8162; 8162; 2882
n4c5-b11.mtx; Matrix; Coordinate; General; 10; 120; 120; Integer; -1; 1; 2; 2; 4; 960; 742; 742; 262
n4c5-b2.mtx; Matrix; Coordinate; General; 455; 105; 1365; Integer; -1; 1; 2; 2; 4; 10920; 9102; 9102; 3642
n4c6-b1.mtx; Matrix; Coordinate; General; 210; 21; 420; Integer; -1; 1; 2; 2; 4; 3360; 2942; 2942; 1262
n4c6-b11.mtx; Matrix; Coordinate; General; 69235; 132402; 830820; Integer; -1; 1; 4; 4; 4; 9969840; 6923504; 5209098; 1885818
n4c6-b15.mtx; Matrix; Coordinate; General; 60; 920; 960; Integer; -1; 1; 2; 2; 4; 7680; 5882; 5882; 2042
n4c6-b7.mtx; Matrix; Coordinate; General; 163215; 104115; 1305720; Integer; -1; 1; 4; 4; 4; 15668640; 11098624; 8300146; 3077266
ncvxqp3.mtx; Matrix; Coordinate; Symmetric; 75000; 75000; 274982; Real; -425000; 150000; 4; 4; 4; 6599568; 4299716; 3195494; 2695530
ncvxqp7.mtx; Matrix; Coordinate; Symmetric; 87500; 87500; 312481; Real; -475000; 16660.2; 4; 4; 4; 7499544; 4949700; 3691142; 2541218
nd2010.mtx; Matrix; Coordinate; Symmetric; 133769; 133769; 312973; Integer; 40; 6.7299e+06; 4; 4; 4; 7511352; 5542648; 4045874; 3419928
nd24k.mtx; Matrix; Coordinate; Symmetric; 72000; 72000; 14393817; Real; -633.354; 1075; 4; 4; 4; 345451608; 230013076; 172510048; 115078780
neos1.mtx; Matrix; Coordinate; General; 131581; 133473; 599590; Integer; -1; 1; 4; 4; 4; 7195080; 5323048; 4122868; 1724508
neos2.mtx; Matrix; Coordinate; General; 132568; 134128; 685087; Integer; -1; 1; 4; 4; 4; 8221044; 6010972; 4637824; 1897476
netz4504_dual.mtx; Matrix; Coordinate; Symmetric; 615; 615; 1171; Pattern; 1; 1; 2; 2; 2; 14052; 10600; 10600; 5916
nnc261.mtx; Matrix; Coordinate; General; 261; 261; 1500; Real; -230; 230; 2; 2; 4; 12000; 9524; 9524; 5024
nnc666.mtx; Matrix; Coordinate; General; 666; 666; 4044; Real; -230; 230; 2; 2; 4; 32352; 25598; 25598; 13466
nos1.mtx; Matrix; Coordinate; Symmetric; 237; 237; 627; Integer; -6.144e+08; 1.2288e+09; 2; 2; 4; 10032; 6578; 6578; 6578
nos2.mtx; Matrix; Coordinate; Symmetric; 957; 957; 2547; Real; -3.93216e+10; 7.86432e+10; 2; 2; 4; 40752; 26738; 26738; 26738
nos3.mtx; Matrix; Coordinate; Symmetric; 960; 960; 8402; Real; -107.898; 264.379; 2; 2; 4; 134432; 96986; 96986; 65298
nos4.mtx; Matrix; Coordinate; Symmetric; 100; 100; 347; Real; -0.2; 0.435777; 2; 2; 4; 5552; 3766; 3766; 1390
nos5.mtx; Matrix; Coordinate; Symmetric; 468; 468; 2820; Real; -115200; 427200; 2; 2; 4; 45120; 31970; 31970; 26798
nos6.mtx; Matrix; Coordinate; Symmetric; 675; 675; 1965; Real; -1e+06; 4e+06; 2; 2; 4; 31440; 20882; 20882; 17627
nos7.mtx; Matrix; Coordinate; Symmetric; 729; 729; 2673; Real; -1e+06; 6e+06; 2; 2; 4; 42768; 29162; 29162; 24545
nsic.mtx; Matrix; Coordinate; General; 465; 897; 3449; Integer; -500640; 1; 2; 2; 4; 27592; 21626; 21626; 7830
nv1.mtx; Matrix; Coordinate; General; 75468; 75468; 2449194; Real; -1.8616e+16; 1.36725e+16; 4; 4; 4; 29390328; 19895428; 14882862; 14882862
nv2010.mtx; Matrix; Coordinate; Symmetric; 84538; 84538; 208499; Integer; 22; 8.97053e+06; 4; 4; 4; 5003976; 3674140; 2677148; 2260150
odepa400.mtx; Matrix; Coordinate; General; 400; 400; 1201; Real; -2; 4; 2; 2; 4; 9608; 8008; 8008; 4405
odepb400.mtx; Matrix; Coordinate; Symmetric; 400; 400; 399; Real; 1.33e-14; 2.66e-14; 2; 2; 4; 6384; 3194; 3194; 1598
oilpan.mtx; Matrix; Coordinate; Symmetric; 73752; 73752; 1835470; Real; -1.26137e+07; 1.27155e+07; 4; 4; 4; 44051280; 29072516; 21733752; 18136564
olesnik0.mtx; Matrix; Coordinate; Symmetric; 88263; 88263; 402623; Real; -221.25; 650.208; 4; 4; 4; 9662952; 6306784; 4743846; 3255414
olm100.mtx; Matrix; Coordinate; General; 100; 100; 396; Real; -474.366; 237.183; 2; 2; 4; 3168; 2578; 2578; 1390
olm1000.mtx; Matrix; Coordinate; General; 1000; 1000; 3996; Real; -45777.1; 22888.5; 2; 2; 4; 31968; 25978; 25978; 17986
olm500.mtx; Matrix; Coordinate; General; 500; 500; 1996; Real; -11490; 5745; 2; 2; 4; 15968; 12978; 12978; 8986
onera_dual.mtx; Matrix; Coordinate; Symmetric; 85567; 85567; 252384; Pattern; 1; 1; 4; 4; 2; 5047680; 3370880; 2227084; 1217548
orbitRaising_1.mtx; Matrix; Coordinate; Symmetric; 442; 442; 1573; Real; -44.8711; 387.707; 2; 2; 4; 25168; 18322; 18322; 12510
orbitRaising_2.mtx; Matrix; Coordinate; Symmetric; 739; 739; 3464; Real; -26.9345; 45.3421; 2; 2; 4; 55424; 40636; 40636; 21058
orbitRaising_3.mtx; Matrix; Coordinate; Symmetric; 761; 761; 3256; Real; -26.9331; 100.933; 2; 2; 4; 52096; 38112; 38112; 19818
orbitRaising_4.mtx; Matrix; Coordinate; Symmetric; 915; 915; 4144; Real; -26.9346; 106.297; 2; 2; 4; 66304; 48572; 48572; 25202
orsirr_2.mtx; Matrix; Coordinate; General; 886; 886; 5970; Real; -267560; 266667; 2; 2; 4; 47760; 37594; 37594; 31624
oscil_dcop_01.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_02.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_03.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_04.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_05.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_06.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
