ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; CSR_Timing; SCSR_Bytes; SCSR_Timing; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
1; wave.mtx; Matrix; Coordinate; Symmetric; 156317; 156317; 1059331; Pattern; 1; 1; 4; 4; 2; 21186620; 13337244; 15658; 9393954; 32828; 5156630; 21186628; 12702536; 8465212
0; west0067.mtx; Matrix; Coordinate; General; 67; 67; 294; Real; -1.86335; 1.86335; 2; 2; 4; 2352; 1900; 3; 1900; 6; 724; 2356; 2356; 1180
0; west0132.mtx; Matrix; Coordinate; General; 132; 132; 414; Real; -316220; 21850.3; 2; 2; 4; 3312; 2750; 5; 2750; 11; 1922; 3300; 3300; 2472
0; west0156.mtx; Matrix; Coordinate; General; 156; 156; 371; Real; -175966; 1.8672e+07; 2; 2; 4; 2968; 2540; 3; 2540; 7; 2540; 2946; 2946; 2946
0; west0167.mtx; Matrix; Coordinate; General; 167; 167; 507; Real; -316225; 21599.4; 2; 2; 4; 4056; 3378; 4; 3378; 9; 2364; 4044; 4044; 3030
0; west0381.mtx; Matrix; Coordinate; General; 381; 381; 2157; Real; -761; 1522; 2; 2; 4; 17256; 13706; 20; 13706; 48; 9392; 17260; 17260; 12946
0; west0479.mtx; Matrix; Coordinate; General; 479; 479; 1910; Real; -316220; 18449; 2; 2; 4; 15280; 12420; 12; 12420; 41; 8600; 15262; 15262; 11442
0; west0497.mtx; Matrix; Coordinate; General; 497; 497; 1727; Real; -689300; 9210.46; 2; 2; 4; 13816; 11358; 12; 11358; 36; 7904; 13790; 13790; 10336
0; west0655.mtx; Matrix; Coordinate; General; 655; 655; 2854; Real; -316220; 18449; 2; 2; 4; 22832; 18436; 21; 18436; 45; 12728; 22814; 22814; 17106
0; west0989.mtx; Matrix; Coordinate; General; 989; 989; 3537; Real; -316220; 18449; 2; 2; 4; 28296; 23202; 28; 23202; 69; 16128; 28228; 28228; 21154
0; wheel_3_1.mtx; Matrix; Coordinate; General; 21; 25; 74; Pattern; 1; 1; 2; 2; 2; 444; 340; 1; 340; 2; 192; 446; 446; 298
0; wheel_4_1.mtx; Matrix; Coordinate; General; 36; 41; 122; Pattern; 1; 1; 2; 2; 2; 732; 562; 1; 562; 3; 318; 730; 730; 486
0; wheel_5_1.mtx; Matrix; Coordinate; General; 57; 61; 182; Pattern; 1; 1; 2; 2; 2; 1092; 844; 2; 844; 5; 480; 1080; 1080; 716
0; wheel_6_1.mtx; Matrix; Coordinate; General; 83; 85; 254; Pattern; 1; 1; 2; 2; 2; 1524; 1184; 3; 1184; 16; 676; 1498; 1498; 990
0; wheel_7_1.mtx; Matrix; Coordinate; General; 114; 113; 338; Pattern; 1; 1; 2; 2; 2; 2028; 1582; 4; 1582; 7; 906; 1984; 1984; 1308
0; will199.mtx; Matrix; Coordinate; General; 199; 199; 701; Pattern; 1; 1; 2; 2; 2; 4206; 3204; 5; 3204; 12; 1802; 4210; 4210; 2808
0; will57.mtx; Matrix; Coordinate; General; 57; 57; 281; Pattern; 1; 1; 2; 2; 2; 1686; 1240; 8; 1240; 17; 678; 1688; 1688; 1126
0; wm1.mtx; Matrix; Coordinate; General; 207; 277; 2909; Real; -8.64794; 274.825; 2; 2; 4; 23272; 17870; 86; 17870; 153; 12052; 23274; 23274; 17456
0; wm2.mtx; Matrix; Coordinate; General; 207; 260; 2942; Real; -23.0552; 6.02732; 2; 2; 4; 23536; 18068; 74; 18068; 129; 9242; 23538; 23538; 14712
0; wm3.mtx; Matrix; Coordinate; General; 207; 260; 2948; Real; -16.0337; 9.04098; 2; 2; 4; 23584; 18104; 90; 18104; 149; 9260; 23586; 23586; 14742
0; Wordnet3.mtx; Matrix; Coordinate; General; 82670; 82670; 132964; Integer; 1; 9; 4; 4; 4; 1595568; 1374092; 1034; 1108040; 2452; 709148; 1531052; 1030084; 631192
0; WorldCities.mtx; Matrix; Coordinate; General; 315; 100; 7518; Integer; 1; 5; 2; 2; 4; 60144; 45740; 204; 45740; 267; 23186; 60146; 60146; 37592
0; wv2010.mtx; Matrix; Coordinate; Symmetric; 135218; 135218; 331461; Integer; 9; 2.08228e+06; 4; 4; 4; 7955064; 5844252; 6085; 4782560; 11370; 4119638; 7953480; 5302020; 4639098
0; ww_36_pmec_36.mtx; Matrix; Coordinate; General; 66; 66; 1194; Real; -2000; 376.991; 2; 2; 4; 9552; 7298; 26; 7298; 56; 4910; 9554; 9554; 7166
0; wy2010.mtx; Matrix; Coordinate; Symmetric; 86204; 86204; 213793; Integer; 41; 8.81093e+06; 4; 4; 4; 5131032; 3765508; 3593; 2910332; 7418; 2482746; 5129764; 3419768; 2992182
33; x104.mtx; Matrix; Coordinate; Symmetric; 108384; 108384; 5138004; Real; -71129.5; 138384; 4; 4; 4; 123312096; 81774532; 353551; 61361156; 508467; 51193532; 122011492; 81341002; 71173378
24; xenon2.mtx; Matrix; Coordinate; General; 157464; 157464; 3866688; Real; -1.37766e+28; 3.17344e+28; 4; 4; 4; 46400256; 31563364; 37277; 23847960; 95383; 8381208; 46400260; 30933530; 15466778
0; young3c.mtx; Matrix; Coordinate; General; 841; 841; 3988; Real; -218.46; 114.94; 2; 2; 4; 31904; 25612; 27; 25612; 63; 13648; 31906; 31906; 19942
0; zed.mtx; Matrix; Coordinate; General; 116; 142; 666; Real; -37; 3500; 2; 2; 4; 5328; 4230; 8; 4230; 16; 2898; 5324; 5324; 3992
